Movie Name,Released Date,Genre,MPAA Rating,Year Gross,Tickets Sold
Speed 2: Cruise Control,"Jun 13, 1997",Action,PG-13,"$28,685","6,489"
The Big Squeeze,"Sep 6, 1996",Drama,R,"$23,567","5,331"
Open Season,"May 3, 1996",Comedy,PG,"$9,000","2,036"
American Strays,"Sep 13, 1996",Action,R,"$5,000","1,131"
The Journey of August King,"Jan 26, 1996",Drama,PG-13,"$5,000","1,131"
Bird of Prey,"Oct 4, 1996",Thriller/Suspense,R,"$5,000","1,131"
Captives,"May 3, 1996",Drama,R,"$5,000","1,131"
The Search for One-eye Jimmy,"Jun 21, 1996",Comedy,R,"$5,000","1,131"
Blue Juice,"Nov 14, 1996",Comedy,R,"$5,000","1,131"
The Sunchaser,"Oct 25, 1996",Drama,R,"$5,000","1,131"
A Boy Called Hate,"May 22, 1996",Drama,R,"$5,000","1,131"
Liar Liar,"Mar 21, 1997",Comedy,PG-13,"$181,410,615","39,523,009"
Air Force One,"Jul 25, 1997",Action,R,"$172,480,186","37,577,382"
Star Wars Ep. IV: A New Hope,"Jul 21, 1978",Adventure,PG,"$138,133,173","30,094,373"
My Best Friend's Wedding,"Jun 20, 1997",Romantic Comedy,PG,"$126,776,290","27,620,106"
Titanic,"Dec 19, 1997",Drama,PG-13,"$112,594,173","24,530,321"
Face/Off,"Jun 27, 1997",Action,R,"$112,276,146","24,461,033"
Con Air,"Jun 6, 1997",Action,R,"$101,117,573","22,029,972"
Scream 2,"Dec 12, 1997",Horror,R,"$85,520,969","18,632,019"
Conspiracy Theory,"Aug 8, 1997",Thriller/Suspense,R,"$76,118,990","16,583,657"
Jerry Maguire,"Dec 13, 1996",Romantic Comedy,R,"$70,614,467","15,384,415"
Star Wars Ep. V: The Empire…,"Jul 31, 1981",Adventure,PG,"$67,484,485","14,702,502"
Dante’s Peak,"Feb 7, 1997",Thriller/Suspense,PG-13,"$67,163,857","14,632,648"
Anaconda,"Apr 11, 1997",Horror,PG-13,"$65,598,907","14,291,700"
Scream,"Dec 20, 1996",Horror,R,"$63,916,834","13,925,236"
The Fifth Element,"May 9, 1997",Action,PG-13,"$63,570,862","13,849,861"
In & Out,"Sep 19, 1997",Comedy,PG-13,"$63,417,425","13,816,432"
Austin Powers: Internationa…,"May 2, 1997",Comedy,PG-13,"$53,883,989","11,739,431"
Breakdown,"May 2, 1997",Thriller/Suspense,R,"$50,159,144","10,927,918"
The Game,"Sep 12, 1997",Thriller/Suspense,R,"$48,265,581","10,515,377"
G.I. Jane,"Aug 22, 1997",Drama,R,"$48,169,156","10,494,369"
Speed 2: Cruise Control,"Jun 13, 1997",Action,PG-13,"$48,068,396","10,472,417"
Star Wars Ep. VI: Return of…,"Mar 14, 1997",Adventure,PG,"$48,063,790","10,471,413"
Volcano,"Apr 25, 1997",Action,PG-13,"$47,546,796","10,358,779"
Alien: Resurrection,"Nov 26, 1997",Action,R,"$46,147,034","10,053,820"
Cop Land,"Aug 15, 1997",Drama,R,"$44,906,632","9,783,579"
Nothing To Lose,"Jul 18, 1997",Comedy,R,"$44,480,039","9,690,640"
Soul Food,"Sep 26, 1997",Comedy,R,"$43,201,124","9,412,009"
Michael,"Dec 25, 1996",Comedy,PG,"$42,611,506","9,283,552"
As Good as it Gets,"Dec 24, 1997",Romantic Comedy,PG-13,"$41,563,194","9,055,162"
Money Talks,"Aug 22, 1997",Action,R,"$41,076,865","8,949,208"
Mouse Hunt,"Dec 19, 1997",Comedy,PG,"$40,081,904","8,732,440"
Vegas Vacation,"Feb 14, 1997",Comedy,PG,"$36,470,465","7,945,635"
The Full Monty,"Aug 13, 1997",Comedy,R,"$35,431,393","7,719,257"
Addicted To Love,"May 23, 1997",Romantic Comedy,R,"$34,673,095","7,554,051"
Metro,"Jan 17, 1997",Action,R,"$32,017,895","6,975,576"
Picture Perfect,"Aug 1, 1997",Romantic Comedy,PG-13,"$31,301,775","6,819,558"
Beverly Hills Ninja,"Jan 17, 1997",Comedy,PG-13,"$31,245,344","6,807,264"
Fools Rush In,"Feb 14, 1997",Romantic Comedy,PG-13,"$29,299,524","6,383,338"
Out to Sea,"Jul 2, 1997",Romantic Comedy,PG-13,"$28,985,323","6,314,885"
Grosse Pointe Blank,"Apr 11, 1997",Black Comedy,R,"$28,084,357","6,118,596"
The Edge,"Sep 26, 1997",Thriller/Suspense,R,"$27,799,255","6,056,482"
Event Horizon,"Aug 15, 1997",Horror,R,"$26,673,242","5,811,163"
Air Bud,"Aug 1, 1997",Comedy,PG,"$26,033,546","5,671,796"
Murder at 1600,"Apr 18, 1997",Thriller/Suspense,R,"$25,842,024","5,630,070"
For Richer or Poorer,"Dec 12, 1997",Comedy,PG-13,"$24,523,486","5,342,807"
Home Alone III,"Dec 12, 1997",Comedy,PG,"$24,271,517","5,287,912"
Hoodlum,"Aug 27, 1997",Drama,R,"$23,489,997","5,117,646"
Red Corner,"Oct 31, 1997",Thriller/Suspense,R,"$22,290,435","4,856,303"
An American Werewolf in Paris,"Dec 25, 1997",Horror,R,"$20,105,359","4,380,252"
Booty Call,"Feb 26, 1997",Comedy,R,"$20,066,917","4,371,877"
Gone Fishin',"May 30, 1997",Comedy,PG,"$19,745,922","4,301,943"
Mother,"Dec 25, 1996",Comedy,PG-13,"$18,596,826","4,051,596"
That Old Feeling,"Apr 4, 1997",Romantic Comedy,PG-13,"$16,408,534","3,574,844"
Fire Down Below,"Sep 5, 1997",Action,R,"$16,148,906","3,518,280"
Wes Craven's Wishmaster,"Sep 19, 1997",Horror,R,"$15,719,109","3,424,642"
Rocket Man,"Oct 10, 1997",Comedy,PG,"$15,448,043","3,365,586"
The Sixth Man,"Mar 28, 1997",Comedy,PG-13,"$14,765,099","3,216,797"
Jackie Chan’s First Strike,"Jan 10, 1997",Action,PG-13,"$14,601,662","3,181,189"
Excess Baggage,"Aug 29, 1997",Comedy,PG-13,"$14,351,432","3,126,673"
Fairytale: A True Story,"Oct 24, 1997",Drama,PG,"$14,014,656","3,053,301"
Def Jam's How To Be a Player,"Aug 6, 1997",Comedy,R,"$14,010,363","3,052,366"
One Fine Day,"Dec 20, 1996",Romantic Comedy,PG,"$13,865,615","3,020,831"
Trial And Error,"May 30, 1997",Comedy,PG-13,"$13,602,831","2,963,579"
Eve's Bayou,"Nov 7, 1997",Drama,R,"$13,497,086","2,940,541"
Love Jones,"Mar 14, 1997",Drama,R,"$12,554,569","2,735,200"
Gattaca,"Oct 24, 1997",Drama,PG-13,"$12,468,416","2,716,430"
Chasing Amy,"Apr 4, 1997",Romantic Comedy,R,"$12,006,514","2,615,798"
Turbulence,"Jan 10, 1997",Thriller/Suspense,R,"$11,532,774","2,512,586"
The Beautician and the Beast,"Feb 7, 1997",Romantic Comedy,PG,"$11,486,880","2,502,588"
Double Team,"Apr 4, 1997",Action,R,"$11,328,565","2,468,096"
Mad City,"Nov 7, 1997",Thriller/Suspense,PG-13,"$10,523,865","2,292,781"
Operation Condor,"Jul 18, 1997",Action,PG-13,"$10,461,161","2,279,120"
Shall We Dance?,"Jul 11, 1997",Romantic Comedy,PG,"$9,517,621","2,073,555"
Everyone Says I Love You,"Dec 6, 1996",Musical,R,"$9,441,360","2,056,941"
Fierce Creatures,"Jan 24, 1997",Comedy,PG-13,"$9,254,184","2,016,162"
Ulee's Gold,"Jun 13, 1997",Drama,R,"$8,637,027","1,881,705"
Mrs. Brown,"Jul 18, 1997",Drama,PG,"$8,451,663","1,841,320"
A Simple Wish,"Jul 11, 1997",Comedy,PG,"$8,165,213","1,778,913"
Good Will Hunting,"Dec 5, 1997",Drama,R,"$7,604,641","1,656,784"
Sprung,"May 14, 1997",Romantic Comedy,R,"$7,553,105","1,645,556"
Wild America,"Jul 2, 1997",Adventure,PG,"$7,365,417","1,604,666"
She's So Lovely,"Aug 29, 1997",Drama,R,"$7,281,450","1,586,372"
B*A*P*S,"Mar 28, 1997",Comedy,PG-13,"$7,246,735","1,578,809"
Zeus and Roxanne,"Jan 24, 1997",Adventure,PG,"$7,233,324","1,575,887"
Secrets & Lies,"Sep 28, 1996",Drama,R,"$7,180,054","1,564,281"
Switchback,"Oct 31, 1997",Thriller/Suspense,R,"$6,504,442","1,417,089"
Warriors of Virtue,"May 2, 1997",Action,PG,"$6,448,817","1,404,971"
Most Wanted,"Oct 10, 1997",Action,R,"$6,343,015","1,381,920"
Gang Related,"Oct 8, 1997",Action,R,"$5,906,773","1,286,878"
Kolya,"Jan 24, 1997",Comedy,PG-13,"$5,770,254","1,257,135"
One Eight Seven,"Jul 30, 1997",Thriller/Suspense,R,"$5,747,802","1,252,244"
Gridlock'd,"Jan 29, 1997",Black Comedy,R,"$5,573,929","1,214,363"
Dangerous Ground,"Feb 12, 1997",Thriller/Suspense,R,"$5,102,151","1,111,579"
Deconstructing Harry,"Dec 12, 1997",Romantic Comedy,R,"$5,022,710","1,094,272"
Space Jam,"Nov 15, 1996",Adventure,PG,"$5,021,238","1,093,951"
Across The Sea of Time,"Oct 20, 1995",Adventure,G,"$4,866,837","1,060,313"
My Fellow Americans,"Dec 20, 1996",Comedy,PG-13,"$4,289,747","934,585"
A Life Less Ordinary,"Oct 24, 1997",Comedy,R,"$4,287,595","934,116"
Playing God,"Oct 17, 1997",Thriller/Suspense,R,"$4,166,918","907,825"
Kama Sutra,"Feb 28, 1997",Drama,R,"$4,109,095","895,227"
Meet Wally Sparks,"Jan 31, 1997",Comedy,R,"$4,073,582","887,490"
Lost Highway,"Feb 21, 1997",Thriller/Suspense,R,"$3,796,699","827,167"
Daylight,"Dec 6, 1996",Action,PG-13,"$3,751,635","817,349"
8 Heads in a Duffel Bag,"Apr 18, 1997",Black Comedy,R,"$3,602,884","784,942"
Cats Don't Dance,"Mar 26, 1997",Musical,G,"$3,588,602","781,830"
The Pest,"Feb 7, 1997",Black Comedy,PG-13,"$3,533,790","769,888"
Til There Was You,"May 30, 1997",Romantic Comedy,PG-13,"$3,525,125","768,001"
Free Willy 3: The Rescue,"Aug 8, 1997",Adventure,PG,"$3,519,178","766,705"
The MatchMaker,"Oct 3, 1997",Romantic Comedy,R,"$3,398,083","740,323"
Jingle All the Way,"Nov 22, 1996",Comedy,PG,"$3,378,865","736,136"
A Smile Like Yours,"Aug 22, 1997",Romantic Comedy,R,"$3,317,930","722,860"
Waiting for Guffman,"Jan 31, 1997",Comedy,R,"$2,922,988","636,816"
Dirty Dancing,"Aug 22, 1997",Drama,PG-13,"$2,868,135","624,866"
Breaking the Waves,"Nov 13, 1996",Drama,R,"$2,712,685","590,998"
One Night Stand,"Nov 14, 1997",Drama,R,"$2,642,718","575,755"
Brassed Off,"May 23, 1997",Comedy,R,"$2,589,188","564,093"
Career Girls,"Aug 8, 1997",Comedy,R,"$2,506,039","545,977"
Shadow Conspiracy,"Jan 31, 1997",Thriller/Suspense,R,"$2,154,540","469,398"
The Daytrippers,"Mar 5, 1997",Romantic Comedy,R,"$2,096,256","456,700"
"Kiss Me, Guido","Jul 18, 1997",Comedy,R,"$1,916,898","417,624"
Masterminds,"Aug 22, 1997",Action,PG-13,"$1,890,472","411,867"
Wings of Courage,"Apr 21, 1995",Drama,G,"$1,865,734","406,477"
Les Boys,"Dec 12, 1997",Comedy,Not Rated,"$1,851,655","403,410"
When The Cat's Away,"Sep 20, 1996",Comedy,R,"$1,652,472","360,015"
City of Industry,"Mar 14, 1997",Drama,R,"$1,554,338","338,635"
Set It Off,"Nov 6, 1996",Drama,R,"$1,410,047","307,199"
Ponette,"Mar 14, 1997",Drama,Not Rated,"$1,351,319","294,405"
Temptress Moon,"Jun 13, 1997",Drama,R,"$1,084,532","236,281"
Blood and Wine,"Feb 21, 1997",Thriller/Suspense,R,"$1,083,350","236,023"
Ridicule,"Nov 29, 1996",Drama,R,"$921,283","200,715"
Children of the Revolution,"Apr 30, 1997",Comedy,R,"$845,391","184,181"
Nueba Yol 3,"Oct 31, 1997",Drama,Not Rated,"$793,112","172,791"
Kiss or Kill,"Nov 14, 1997",Thriller/Suspense,R,"$771,091","167,993"
Guantanamera,"Jul 4, 1997",Comedy,Not Rated,"$751,478","163,720"
Box of Moonlight,"Jul 25, 1997",Comedy,R,"$720,717","157,018"
Les voleurs,"Dec 25, 1996",Drama,R,"$692,005","150,763"
Shekvarebuli kulinaris atas…,"Apr 23, 1997",Romantic Comedy,PG-13,"$686,121","149,481"
Love Serenade,"Aug 1, 1997",Comedy,R,"$604,523","131,704"
The Assignment,"Sep 26, 1997",Thriller/Suspense,R,"$600,843","130,902"
Star Maps,"Jul 23, 1997",Comedy,R,"$592,573","129,100"
Big Night,"Sep 20, 1996",Drama,R,"$550,581","119,952"
Commandments,"May 2, 1997",Comedy,R,"$548,562","119,512"
Dream With The Fishes,"Jun 20, 1997",Drama,R,"$542,909","118,280"
Fargo,"Mar 8, 1996",Thriller/Suspense,R,"$531,868","115,875"
The Mirror Has Two Faces,"Nov 15, 1996",Romantic Comedy,PG-13,"$499,856","108,901"
Broken English,"May 2, 1997",Drama,PG-13,"$476,070","103,718"
Kissed,"Apr 11, 1997",Drama,R,"$465,417","101,398"
D3: The Mighty Ducks,"Oct 4, 1996",Comedy,PG,"$444,578","96,857"
Swingers,"Oct 18, 1996",Comedy,R,"$417,670","90,995"
Pink Flamingos,"Apr 11, 1997",Comedy,NC-17,"$413,802","90,152"
Kundun,"Dec 25, 1997",Drama,PG-13,"$391,808","85,361"
The Hanging Garden,"Nov 7, 1997",Drama,R,"$386,350","84,172"
Albino Alligator,"Jan 17, 1997",Drama,R,"$353,480","77,010"
The Long Kiss Goodnight,"Oct 11, 1996",Action,R,"$297,963","64,915"
Alive and Kicking,"Jul 25, 1997",Comedy,R,"$294,467","64,154"
All Over Me,"Apr 25, 1997",Drama,R,"$281,175","61,258"
The Tango Lesson,"Nov 14, 1997",Drama,PG,"$265,120","57,760"
Ma Vie en Rose,"Dec 26, 1997",Drama,R,"$244,717","53,315"
The Boxer,"Dec 31, 1997",Drama,R,"$226,280","49,298"
Dear God,"Nov 1, 1996",Comedy,PG,"$214,477","46,727"
Bliss,"Jun 6, 1997",Drama,R,"$207,751","45,261"
That Thing You Do!,"Oct 4, 1996",Comedy,PG,"$177,067","38,576"
First Kid,"Aug 30, 1996",Adventure,PG,"$166,264","36,223"
Afterglow,"Dec 26, 1997",Romantic Comedy,R,"$145,838","31,772"
Marius et Jeannette,"Dec 5, 1997",Romantic Comedy,Not Rated,"$142,749","31,100"
Hard Eight,"Feb 28, 1997",Drama,R,"$142,356","31,014"
High School High,"Oct 25, 1996",Comedy,PG-13,"$111,963","24,392"
Phenomenon,"Jul 5, 1996",Drama,PG,"$97,255","21,188"
Marquise,"Sep 12, 1997",Drama,Not Rated,"$71,384","15,552"
Jack,"Aug 9, 1996",Drama,PG-13,"$63,076","13,742"
The Apostle,"Dec 17, 1997",Drama,PG-13,"$40,969","8,925"
The Watermelon Woman,"Nov 10, 2016",Drama,Not Rated,"$40,746","8,877"
Office Killer,"Dec 3, 1997",Black Comedy,R,"$37,446","8,158"
Lone Star,"Jun 21, 1996",Drama,R,"$32,915","7,171"
Catherine's Grove,"Sep 5, 1997",Drama,R,"$26,641","5,804"
La nuit américaine,"Jul 25, 1997",Drama,PG,"$17,808","3,879"
Cafe Society,"Jul 20, 1997",Drama,R,"$6,325","1,377"
Cadillac Ranch,"Apr 11, 1997",Action,R,"$5,000","1,089"
Raven,"Oct 14, 1997",Action,R,"$5,000","1,089"
Un divan à New York,"Feb 21, 1996",Romantic Comedy,R,"$5,000","1,089"
Frankenstein and Me,"Feb 9, 1997",Comedy,PG,"$5,000","1,089"
Titanic,"Dec 19, 1997",Drama,PG-13,"$488,192,879","104,092,298"
Armageddon,"Jul 1, 1998",Adventure,PG-13,"$201,578,182","42,980,422"
Saving Private Ryan,"Jul 24, 1998",Drama,R,"$190,588,778","40,637,266"
There's Something About Mary,"Jul 15, 1998",Romantic Comedy,R,"$174,711,965","37,252,018"
The Waterboy,"Nov 6, 1998",Comedy,PG-13,"$150,042,308","31,991,963"
Deep Impact,"May 8, 1998",Adventure,PG-13,"$140,464,664","29,949,821"
Rush Hour,"Sep 18, 1998",Action,PG-13,"$137,567,454","29,332,079"
A Bug’s Life,"Nov 20, 1998",Adventure,G,"$136,426,334","29,088,770"
Good Will Hunting,"Dec 5, 1997",Drama,R,"$130,828,794","27,895,265"
Lethal Weapon 4,"Jul 10, 1998",Action,R,"$130,444,603","27,813,348"
The Truman Show,"Jun 5, 1998",Drama,PG,"$125,618,201","26,784,264"
As Good as it Gets,"Dec 24, 1997",Romantic Comedy,PG-13,"$106,914,817","22,796,336"
Enemy of the State,"Nov 20, 1998",Action,R,"$96,822,391","20,644,433"
Antz,"Oct 2, 1998",Adventure,PG,"$89,325,670","19,045,985"
The Wedding Singer,"Feb 13, 1998",Romantic Comedy,PG-13,"$80,245,725","17,109,962"
"Six Days, Seven Nights","Jun 12, 1998",Romantic Comedy,PG-13,"$74,339,294","15,850,595"
Hope Floats,"May 29, 1998",Drama,PG-13,"$60,110,313","12,816,697"
Snake Eyes,"Aug 7, 1998",Thriller/Suspense,R,"$55,591,409","11,853,178"
Small Soldiers,"Jul 10, 1998",Adventure,PG-13,"$55,143,823","11,757,744"
Halloween: H2O,"Aug 5, 1998",Horror,R,"$55,041,738","11,735,978"
Stepmom,"Dec 25, 1998",Drama,PG-13,"$50,124,835","10,687,598"
The Negotiator,"Jul 29, 1998",Action,R,"$44,705,766","9,532,146"
Meet Joe Black,"Nov 13, 1998",Drama,PG-13,"$43,585,738","9,293,334"
Ronin,"Sep 25, 1998",Action,R,"$41,522,392","8,853,388"
The Siege,"Nov 6, 1998",Action,R,"$40,165,607","8,564,095"
Pleasantville,"Oct 23, 1998",Comedy,PG-13,"$38,884,514","8,290,941"
Urban Legend,"Sep 25, 1998",Horror,R,"$37,925,412","8,086,441"
Bride of Chucky,"Oct 16, 1998",Horror,R,"$32,404,188","6,909,208"
Jack Frost,"Dec 11, 1998",Comedy,PG,"$31,253,389","6,663,835"
Wild Things,"Mar 20, 1998",Thriller/Suspense,R,"$29,795,299","6,352,942"
Paulie,"Apr 17, 1998",Comedy,PG,"$27,084,499","5,774,946"
The Big Hit,"Apr 24, 1998",Action,R,"$27,066,941","5,771,202"
Bulworth,"May 15, 1998",Comedy,R,"$26,528,684","5,656,435"
The Faculty,"Dec 25, 1998",Horror,R,"$26,113,366","5,567,881"
Can't Hardly Wait,"Jun 12, 1998",Romantic Comedy,PG-13,"$25,358,996","5,407,035"
Fallen,"Jan 16, 1998",Thriller/Suspense,R,"$25,310,938","5,396,788"
The Players Club,"Apr 8, 1998",Black Comedy,R,"$23,047,939","4,914,272"
Rounders,"Sep 11, 1998",Drama,R,"$22,921,898","4,887,398"
Mouse Hunt,"Dec 19, 1997",Comedy,PG,"$21,812,687","4,650,892"
He Got Game,"May 1, 1998",Drama,R,"$21,567,853","4,598,689"
The Apostle,"Dec 17, 1997",Drama,PG-13,"$20,692,516","4,412,050"
Hard Rain,"Jan 16, 1998",Action,R,"$19,870,567","4,236,794"
Jane Austen's Mafia,"Jul 24, 1998",Comedy,PG-13,"$19,843,795","4,231,086"
Species 2,"Apr 10, 1998",Horror,R,"$19,217,565","4,097,561"
The Replacement Killers,"Feb 6, 1998",Action,R,"$19,035,741","4,058,793"
The Odd Couple II,"Apr 10, 1998",Comedy,PG-13,"$18,912,328","4,032,479"
Disturbing Behavior,"Jul 24, 1998",Thriller/Suspense,R,"$17,507,368","3,732,914"
The Big Lebowski,"Mar 6, 1998",Comedy,R,"$17,451,873","3,721,081"
Half Baked,"Jan 16, 1998",Comedy,R,"$17,394,881","3,708,929"
54,"Aug 28, 1998",Drama,R,"$16,757,163","3,572,955"
Dance With Me,"Aug 21, 1998",Drama,PG,"$15,923,354","3,395,171"
Scream 2,"Dec 12, 1997",Horror,R,"$15,842,332","3,377,895"
Dead Man on Campus,"Aug 21, 1998",Black Comedy,R,"$15,064,948","3,212,142"
Twilight,"Mar 6, 1998",Thriller/Suspense,R,"$15,055,091","3,210,040"
Soldier,"Oct 23, 1998",Action,R,"$14,623,082","3,117,927"
Dark City,"Feb 27, 1998",Thriller/Suspense,R,"$14,435,076","3,077,841"
Desperate Measures,"Jan 30, 1998",Action,R,"$13,678,274","2,916,476"
Hush,"Mar 6, 1998",Thriller/Suspense,PG-13,"$13,587,246","2,897,067"
Senseless,"Feb 20, 1998",Comedy,R,"$13,109,234","2,795,145"
Black Dog,"May 1, 1998",Action,PG-13,"$12,857,351","2,741,439"
Mr. Nice Guy,"Mar 20, 1998",Action,PG-13,"$12,716,953","2,711,503"
Living Out Loud,"Oct 30, 1998",Drama,R,"$12,654,505","2,698,188"
I'll Be Home For Christmas,"Nov 13, 1998",Comedy,PG,"$12,122,246","2,584,700"
Holy Man,"Oct 9, 1998",Comedy,PG,"$12,069,719","2,573,500"
Sliding Doors,"Apr 24, 1998",Drama,PG-13,"$11,911,200","2,539,701"
La vita è bella,"Oct 23, 1998",Drama,PG-13,"$11,409,840","2,432,801"
Deep Rising,"Jan 30, 1998",Action,R,"$11,203,026","2,388,704"
The Full Monty,"Aug 13, 1997",Comedy,R,"$10,518,729","2,242,799"
Knock Off,"Sep 4, 1998",Action,R,"$10,319,915","2,200,408"
I Got the Hook-Up!,"May 27, 1998",Comedy,R,"$10,317,779","2,199,952"
Home Fries,"Nov 25, 1998",Black Comedy,PG-13,"$10,166,403","2,167,676"
The Spanish Prisoner,"Apr 3, 1998",Thriller/Suspense,PG,"$10,162,034","2,166,744"
Air Bud: Golden Receiver,"Aug 14, 1998",Comedy,G,"$10,093,523","2,152,137"
Dirty Work,"Jun 12, 1998",Black Comedy,PG-13,"$10,020,081","2,136,477"
Very Bad Things,"Nov 25, 1998",Black Comedy,R,"$9,949,470","2,121,422"
Wrongfully Accused,"Aug 21, 1998",Comedy,PG-13,"$9,642,860","2,056,046"
Belly,"Nov 4, 1998",Drama,R,"$9,514,267","2,028,628"
Shakespeare in Love,"Dec 11, 1998",Romantic Comedy,R,"$9,488,472","2,023,128"
Firestorm,"Jan 9, 1998",Action,R,"$8,123,860","1,732,166"
Woo,"May 8, 1998",Romantic Comedy,R,"$8,064,972","1,719,610"
My Giant,"Apr 10, 1998",Comedy,PG,"$7,985,929","1,702,756"
For Richer or Poorer,"Dec 12, 1997",Comedy,PG-13,"$7,157,310","1,526,078"
BASEketball,"Jul 31, 1998",Comedy,R,"$7,042,541","1,501,607"
Star Kid,"Jan 16, 1998",Adventure,PG,"$7,015,240","1,495,786"
Waking Ned Devine,"Nov 20, 1998",Comedy,PG,"$6,959,064","1,483,808"
Caught Up,"Jan 30, 1998",Drama,R,"$6,754,958","1,440,289"
An American Werewolf in Paris,"Dec 25, 1997",Horror,R,"$6,465,104","1,378,486"
Home Alone III,"Dec 12, 1997",Comedy,PG,"$6,420,920","1,369,066"
The Opposite of Sex,"May 22, 1998",Black Comedy,R,"$6,367,164","1,357,604"
Almost Heroes,"May 29, 1998",Comedy,PG-13,"$6,175,688","1,316,777"
American History X,"Oct 30, 1998",Drama,R,"$6,121,789","1,305,285"
The Boxer,"Dec 31, 1997",Drama,R,"$5,669,757","1,208,903"
Deconstructing Harry,"Dec 12, 1997",Romantic Comedy,R,"$5,664,131","1,207,703"
Ride,"Mar 27, 1998",Comedy,R,"$5,485,295","1,169,572"
Kundun,"Dec 25, 1997",Drama,PG-13,"$5,294,886","1,128,973"
Celebrity,"Nov 20, 1998",Comedy,R,"$5,078,660","1,082,869"
Your Friends and Neighbors,"Aug 19, 1998",Black Comedy,R,"$4,714,658","1,005,257"
Meet the Deedles,"Mar 27, 1998",Comedy,PG,"$4,356,126","928,811"
Kissing a Fool,"Feb 27, 1998",Romantic Comedy,R,"$4,100,505","874,308"
The Governess,"Jul 31, 1998",Drama,R,"$3,794,031","808,961"
Down in the Delta,"Dec 25, 1998",Drama,PG-13,"$3,588,250","765,085"
Major League: Back to the M…,"Apr 17, 1998",Comedy,PG-13,"$3,551,208","757,187"
Next Stop Wonderland,"Aug 21, 1998",Romantic Comedy,R,"$3,395,581","724,004"
Pi,"Jul 10, 1998",Thriller/Suspense,R,"$3,221,152","686,812"
The Last Days of Disco,"May 29, 1998",Drama,R,"$3,024,198","644,818"
T-Rex: Back to the Cretaceous,"Oct 23, 1998",Adventure,Not Rated,"$2,872,271","612,424"
Les Boys,"Dec 12, 1997",Comedy,Not Rated,"$2,750,686","586,500"
Happiness,"Oct 16, 1998",Black Comedy,Not Rated,"$2,635,624","561,966"
Afterglow,"Dec 26, 1997",Romantic Comedy,R,"$2,391,590","509,933"
Buffalo '66,"Jun 26, 1998",Comedy,R,"$2,380,606","507,591"
Hav Plenty,"Jun 19, 1998",Comedy,R,"$2,301,777","490,784"
Pecker,"Sep 25, 1998",Comedy,R,"$2,281,761","486,516"
Chinese Box,"Apr 17, 1998",Drama,R,"$2,265,328","483,012"
Touch of Evil,"May 21, 1958",Thriller/Suspense,PG-13,"$2,237,659","477,112"
The Imposters,"Oct 2, 1998",Comedy,R,"$2,194,875","467,990"
Zero Effect,"Jan 30, 1998",Comedy,R,"$2,080,693","443,644"
Two Girls and a Guy,"Apr 24, 1998",Drama,R,"$2,057,193","438,633"
Ma Vie en Rose,"Dec 26, 1997",Drama,R,"$2,035,856","434,084"
Billy's Hollywood Screen Kiss,"Jul 24, 1998",Romantic Comedy,R,"$2,020,700","430,852"
High Art,"Jun 12, 1998",Drama,R,"$1,835,565","391,378"
Clay Pigeons,"Sep 25, 1998",Thriller/Suspense,R,"$1,793,359","382,379"
Across The Sea of Time,"Oct 20, 1995",Adventure,G,"$1,776,489","378,782"
Alien: Resurrection,"Nov 26, 1997",Action,R,"$1,655,832","353,055"
In God's Hands,"Apr 24, 1998",Action,PG-13,"$1,431,239","305,168"
Eve's Bayou,"Nov 7, 1997",Drama,R,"$1,346,339","287,065"
Henry Fool,"Jun 19, 1998",Comedy,R,"$1,334,786","284,602"
Festen,"Oct 9, 1998",Comedy,R,"$1,250,305","266,589"
A Price Above Rubies,"Mar 25, 1998",Drama,R,"$1,118,808","238,551"
The Thief,"Jul 17, 1998",Drama,R,"$1,117,402","238,252"
Velvet Goldmine,"Nov 6, 1998",Musical,R,"$1,053,788","224,688"
Slam,"Oct 9, 1998",Drama,R,"$1,009,819","215,313"
Strike,"Aug 21, 1998",Comedy,Not Rated,"$968,506","206,504"
Deja Vu,"Apr 22, 1998",Drama,PG-13,"$821,997","175,265"
Firelight,"Sep 4, 1998",Drama,R,"$784,419","167,253"
Mrs. Brown,"Jul 18, 1997",Drama,PG,"$766,267","163,383"
The Tango Lesson,"Nov 14, 1997",Drama,PG,"$761,282","162,320"
The Nights of Cabiria,"Jul 1, 1998",Drama,Not Rated,"$752,045","160,350"
